,cost,x1,x2,x3,x4,x5,x6
0,7939.236295252422,160.60904767036763,92.41607600412165,39.73617836896636,80.79347771753325,15.450305830257918,64.0888915920248
1,7897.939587735197,142.81341090777912,102.95095462936509,32.48829839884143,71.83494370601927,167.19015096179683,19.50384114352932
2,7897.939587735197,142.81341090777912,102.95095462936509,32.48829839884143,71.83494370601927,167.19015096179683,19.50384114352932
3,7897.939587735197,142.81341090777912,102.95095462936509,32.48829839884143,71.83494370601927,167.19015096179683,19.50384114352932
4,7897.939587735197,142.81341090777912,102.95095462936509,32.48829839884143,71.83494370601927,167.19015096179683,19.50384114352932
5,7897.939587735197,142.81341090777912,102.95095462936509,32.48829839884143,71.83494370601927,167.19015096179683,19.50384114352932
6,7897.939587735197,142.81341090777912,102.95095462936509,32.48829839884143,71.83494370601927,167.19015096179683,19.50384114352932
7,7897.939587735197,142.81341090777912,102.95095462936509,32.48829839884143,71.83494370601927,167.19015096179683,19.50384114352932
8,7897.939587735197,142.81341090777912,102.95095462936509,32.48829839884143,71.83494370601927,167.19015096179683,19.50384114352932
9,7897.939587735197,142.81341090777912,102.95095462936509,32.48829839884143,71.83494370601927,167.19015096179683,19.50384114352932
