,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,27311.3072518,-67.494063117,-16.3470572239,0.246022033656,-51.4128582077,-63.0869920937,5.37245345159,-1.64986505009,-35.219081567,3.36664490803,-20.1584265097,-57.0782537643,5.55917059109
1,27311.3072518,-67.494063117,-16.3470572239,0.246022033656,-51.4128582077,-63.0869920937,5.37245345159,-1.64986505009,-35.219081567,3.36664490803,-20.1584265097,-57.0782537643,5.55917059109
2,27280.5945914,71.5050843933,-65.5492715432,6.28318530718,-40.8249208535,-28.9164380732,2.99061838133,-57.5167286477,-63.0994134035,0.344983748137,-76.7552787759,-43.0537973738,6.07692075525
3,25751.2708434,68.1490429593,-67.4503726611,6.21319175308,-42.7979982468,-30.7198331287,3.19926581166,-52.8624875789,-63.2180483036,0.185272689747,-79.3774388665,-44.8630100324,5.93069753603
4,25660.3474842,56.0105088943,50.1891939404,3.81640408984,-46.79853085,0.273695610792,6.10796280376,-3.83930255309,4.2471299397,2.95319526031,-4.24713581747,32.852726451,5.99990627655
5,24872.7358909,57.2503361008,47.0194603406,3.8183855688,-46.2609093069,0.337468893827,6.06516609831,-5.14041306163,4.78744390467,2.88819359265,-1.12830773023,33.6923058476,6.08326468629
6,24356.6968292,56.48370732,46.8100981981,3.80687618164,-45.5199273283,0.0875704000652,6.07001295765,-5.71633245866,4.80254456723,2.89546383955,-0.812669997153,33.5006044144,6.09115462901
7,24078.5761309,55.6101085686,49.408878565,3.8552623085,-44.9228806873,-0.865243978148,6.06116071807,-5.86331522458,5.29305078781,2.90435966935,-3.59236202921,33.3174132344,5.9760512825
8,23646.9484603,54.914113659,49.3636869235,3.92886473429,-44.5300208949,-0.566679548772,5.99574347589,-6.56080662903,5.56489986781,2.87629039461,-3.57803138986,33.8157307825,5.9040627844
9,23475.6378412,54.0751022429,49.5021143217,3.96839995698,-44.4622439613,-0.329257363467,5.96542768908,-6.82382435633,5.62950448313,2.86051639302,-3.51491048564,34.1088044079,5.85107012329
