,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,20841.9494839,21.5187080266,-9.41403129435,6.15666860833,-42.7803289437,-47.9462108942,1.43460299367,-15.0251159956,-73.0004521596,0.579628592865,3.32173985095,-43.1944779158,0.326699734322
1,20841.9494839,21.5187080266,-9.41403129435,6.15666860833,-42.7803289437,-47.9462108942,1.43460299367,-15.0251159956,-73.0004521596,0.579628592865,3.32173985095,-43.1944779158,0.326699734322
2,20841.9494839,21.5187080266,-9.41403129435,6.15666860833,-42.7803289437,-47.9462108942,1.43460299367,-15.0251159956,-73.0004521596,0.579628592865,3.32173985095,-43.1944779158,0.326699734322
3,20841.9494839,21.5187080266,-9.41403129435,6.15666860833,-42.7803289437,-47.9462108942,1.43460299367,-15.0251159956,-73.0004521596,0.579628592865,3.32173985095,-43.1944779158,0.326699734322
4,20841.9494839,21.5187080266,-9.41403129435,6.15666860833,-42.7803289437,-47.9462108942,1.43460299367,-15.0251159956,-73.0004521596,0.579628592865,3.32173985095,-43.1944779158,0.326699734322
5,20841.9494839,21.5187080266,-9.41403129435,6.15666860833,-42.7803289437,-47.9462108942,1.43460299367,-15.0251159956,-73.0004521596,0.579628592865,3.32173985095,-43.1944779158,0.326699734322
6,20841.9494839,21.5187080266,-9.41403129435,6.15666860833,-42.7803289437,-47.9462108942,1.43460299367,-15.0251159956,-73.0004521596,0.579628592865,3.32173985095,-43.1944779158,0.326699734322
7,20841.9494839,21.5187080266,-9.41403129435,6.15666860833,-42.7803289437,-47.9462108942,1.43460299367,-15.0251159956,-73.0004521596,0.579628592865,3.32173985095,-43.1944779158,0.326699734322
8,20798.313053,-52.9486002465,-8.9026834334,0.638908033981,-5.29827108969,-9.60122371505,0.274248933556,4.03456860073,23.228199359,3.32634843803,-32.0981414473,32.5311245753,1.04329803712
9,20574.2260483,-51.4591393492,-8.42751547799,0.547904873053,-5.24446829389,-9.04843758776,0.234771245514,3.48125312965,23.41364933,3.37319115275,-32.4702087301,31.850581171,1.01746277406
