,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,6628.11489676,61.1036828462,53.4558926135,32.1173819421,90.7462812252,14.3867052389,15.1979121611,105.073187225,6.18286421768,31.4931652264,31.6022906529
1,6388.18621187,33.6259431557,40.2803938629,40.2790899683,73.0618757592,124.066154765,44.1765467053,46.4862603639,89.1370086732,159.186542172,6.4032074741
2,6306.99149055,96.6104100143,55.4049651346,4.50716637789,40.5167366131,178.255333398,17.1233749542,59.0501947954,60.9377691303,27.5987815134,23.0744275963
3,6306.99149055,96.6104100143,55.4049651346,4.50716637789,40.5167366131,178.255333398,17.1233749542,59.0501947954,60.9377691303,27.5987815134,23.0744275963
4,6306.99149055,96.6104100143,55.4049651346,4.50716637789,40.5167366131,178.255333398,17.1233749542,59.0501947954,60.9377691303,27.5987815134,23.0744275963
5,6306.99149055,96.6104100143,55.4049651346,4.50716637789,40.5167366131,178.255333398,17.1233749542,59.0501947954,60.9377691303,27.5987815134,23.0744275963
6,6306.99149055,96.6104100143,55.4049651346,4.50716637789,40.5167366131,178.255333398,17.1233749542,59.0501947954,60.9377691303,27.5987815134,23.0744275963
7,6306.99149055,96.6104100143,55.4049651346,4.50716637789,40.5167366131,178.255333398,17.1233749542,59.0501947954,60.9377691303,27.5987815134,23.0744275963
8,6306.99149055,96.6104100143,55.4049651346,4.50716637789,40.5167366131,178.255333398,17.1233749542,59.0501947954,60.9377691303,27.5987815134,23.0744275963
9,6306.99149055,96.6104100143,55.4049651346,4.50716637789,40.5167366131,178.255333398,17.1233749542,59.0501947954,60.9377691303,27.5987815134,23.0744275963
