,cost,x1,x2,x3,x4,x5,x6
0,7985.200407180323,24.123932593451094,43.666203013826845,48.28644549806211,30.451114886969787,124.52835682174458,65.82889448113953
1,7978.635588638735,180.38038266124735,34.146373388667776,110.55979018269412,59.77136043440374,27.31854479152475,42.11350578540278
2,7978.635588638735,180.38038266124735,34.146373388667776,110.55979018269412,59.77136043440374,27.31854479152475,42.11350578540278
3,7978.635588638735,180.38038266124735,34.146373388667776,110.55979018269412,59.77136043440374,27.31854479152475,42.11350578540278
4,7978.635588638735,180.38038266124735,34.146373388667776,110.55979018269412,59.77136043440374,27.31854479152475,42.11350578540278
5,7978.635588638735,180.38038266124735,34.146373388667776,110.55979018269412,59.77136043440374,27.31854479152475,42.11350578540278
6,7978.635588638735,180.38038266124735,34.146373388667776,110.55979018269412,59.77136043440374,27.31854479152475,42.11350578540278
7,7978.635588638735,180.38038266124735,34.146373388667776,110.55979018269412,59.77136043440374,27.31854479152475,42.11350578540278
8,7978.635588638735,180.38038266124735,34.146373388667776,110.55979018269412,59.77136043440374,27.31854479152475,42.11350578540278
9,7978.635588638735,180.38038266124735,34.146373388667776,110.55979018269412,59.77136043440374,27.31854479152475,42.11350578540278
