,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0,5620.411755454279,61.86632402426919,0.0,128.9256358310139,20.8625379312395,3.8557373891340543,69.53790223037757,150.3825824016476,61.15077935957966,15.359676828016081,13.14752806935936,86.55796060177477,57.714006924087364,73.50479320368429,8.546784064088044
1,5509.755576436016,0.0,66.07201018762626,133.81939842978844,105.3870019419211,43.84222243035755,98.87044909105742,136.4583786287724,61.802718641237234,187.92770428753707,29.540572725776983,53.6477753414836,74.24537381989943,35.670480775284645,28.131544469212955
2,5509.755576436016,0.0,66.07201018762626,133.81939842978844,105.3870019419211,43.84222243035755,98.87044909105742,136.4583786287724,61.802718641237234,187.92770428753707,29.540572725776983,53.6477753414836,74.24537381989943,35.670480775284645,28.131544469212955
3,5463.2968269352505,119.44263734140397,54.47350865977006,73.7223039480124,10.314968296879048,162.44763354703028,13.46288709004747,9.700117856774485,70.81876036450261,187.21515745526395,45.69786840684511,124.10041784737615,40.93648600678266,69.76922215470206,54.089848215210445
4,5419.314355201584,120.37866845740643,53.69634548533738,73.86322335004867,10.406449535385423,161.97574995753473,14.446359244335396,10.214169810115575,71.46587807301778,188.0083245428982,45.272982843107286,124.5838273560177,40.68763764021228,70.09271807192076,53.32796391218713
5,5419.314355201584,120.37866845740643,53.69634548533738,73.86322335004867,10.406449535385423,161.97574995753473,14.446359244335396,10.214169810115575,71.46587807301778,188.0083245428982,45.272982843107286,124.5838273560177,40.68763764021228,70.09271807192076,53.32796391218713
6,5419.314355201584,120.37866845740643,53.69634548533738,73.86322335004867,10.406449535385423,161.97574995753473,14.446359244335396,10.214169810115575,71.46587807301778,188.0083245428982,45.272982843107286,124.5838273560177,40.68763764021228,70.09271807192076,53.32796391218713
7,5419.314355201584,120.37866845740643,53.69634548533738,73.86322335004867,10.406449535385423,161.97574995753473,14.446359244335396,10.214169810115575,71.46587807301778,188.0083245428982,45.272982843107286,124.5838273560177,40.68763764021228,70.09271807192076,53.32796391218713
8,5407.250852214225,119.8974932145664,54.09897059203033,73.75812595924002,10.235089504180369,161.82099402388505,14.420636564901073,10.324361169577143,71.19890395725632,188.0690374439412,45.30978989125965,124.43533440109127,40.565532863631304,70.03224967870919,53.428123723116165
9,5407.250852214225,119.8974932145664,54.09897059203033,73.75812595924002,10.235089504180369,161.82099402388505,14.420636564901073,10.324361169577143,71.19890395725632,188.0690374439412,45.30978989125965,124.43533440109127,40.565532863631304,70.03224967870919,53.428123723116165
