,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,11193.589634,76.9598695582,71.6868859675,129.781299033,62.5056655027,169.570268791,15.1747789532,25.093897222,52.0514885384,42.7135311806,15.8358597641
1,11193.589634,76.9598695582,71.6868859675,129.781299033,62.5056655027,169.570268791,15.1747789532,25.093897222,52.0514885384,42.7135311806,15.8358597641
2,11193.589634,76.9598695582,71.6868859675,129.781299033,62.5056655027,169.570268791,15.1747789532,25.093897222,52.0514885384,42.7135311806,15.8358597641
3,11193.589634,76.9598695582,71.6868859675,129.781299033,62.5056655027,169.570268791,15.1747789532,25.093897222,52.0514885384,42.7135311806,15.8358597641
4,11193.589634,76.9598695582,71.6868859675,129.781299033,62.5056655027,169.570268791,15.1747789532,25.093897222,52.0514885384,42.7135311806,15.8358597641
5,11193.589634,76.9598695582,71.6868859675,129.781299033,62.5056655027,169.570268791,15.1747789532,25.093897222,52.0514885384,42.7135311806,15.8358597641
6,11193.589634,76.9598695582,71.6868859675,129.781299033,62.5056655027,169.570268791,15.1747789532,25.093897222,52.0514885384,42.7135311806,15.8358597641
7,11193.589634,76.9598695582,71.6868859675,129.781299033,62.5056655027,169.570268791,15.1747789532,25.093897222,52.0514885384,42.7135311806,15.8358597641
8,11193.589634,76.9598695582,71.6868859675,129.781299033,62.5056655027,169.570268791,15.1747789532,25.093897222,52.0514885384,42.7135311806,15.8358597641
9,11193.589634,76.9598695582,71.6868859675,129.781299033,62.5056655027,169.570268791,15.1747789532,25.093897222,52.0514885384,42.7135311806,15.8358597641
