,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0,8968.165282555377,27.089178388103925,24.055396742887957,96.4039570017823,55.197392068163765,84.72718540672848,91.5742885647423,127.80352646647013,71.97953860138516,118.11307053130619,59.53286524706956,41.52809974829084,36.077014425327576,103.31334299098455,6.765669707508816
1,8686.713640910983,16.42853532089115,85.47515175164088,41.43227065932955,28.414157061865765,46.52413544881984,85.29610054644233,62.968605274124705,73.99512752887432,175.71251851343467,92.35673671518383,164.20456614368504,13.981421659547646,168.91048532086072,59.86422946113956
2,8652.521131292397,179.75002218013864,4.212436274030551,36.79866404514146,109.81046625863732,131.56135814744366,2.289938156592007,10.97556548180836,79.99099581706425,137.7704573673036,58.080902510757575,115.33480229628188,63.17219297851976,46.076347261445825,53.74227707880726
3,8596.429388320912,178.53147768021378,3.833142627932269,38.3706154542525,109.96750712289324,127.93276497381392,4.487704060813877,10.72911199508249,79.4795796830842,133.3695478543799,58.58717357764861,109.82055724406227,66.88371347417241,47.17727657829985,50.81658075803746
4,8596.429388320912,178.53147768021378,3.833142627932269,38.3706154542525,109.96750712289324,127.93276497381392,4.487704060813877,10.72911199508249,79.4795796830842,133.3695478543799,58.58717357764861,109.82055724406227,66.88371347417241,47.17727657829985,50.81658075803746
5,8596.429388320912,178.53147768021378,3.833142627932269,38.3706154542525,109.96750712289324,127.93276497381392,4.487704060813877,10.72911199508249,79.4795796830842,133.3695478543799,58.58717357764861,109.82055724406227,66.88371347417241,47.17727657829985,50.81658075803746
6,8596.429388320912,178.53147768021378,3.833142627932269,38.3706154542525,109.96750712289324,127.93276497381392,4.487704060813877,10.72911199508249,79.4795796830842,133.3695478543799,58.58717357764861,109.82055724406227,66.88371347417241,47.17727657829985,50.81658075803746
7,8596.429388320912,178.53147768021378,3.833142627932269,38.3706154542525,109.96750712289324,127.93276497381392,4.487704060813877,10.72911199508249,79.4795796830842,133.3695478543799,58.58717357764861,109.82055724406227,66.88371347417241,47.17727657829985,50.81658075803746
8,8596.429388320912,178.53147768021378,3.833142627932269,38.3706154542525,109.96750712289324,127.93276497381392,4.487704060813877,10.72911199508249,79.4795796830842,133.3695478543799,58.58717357764861,109.82055724406227,66.88371347417241,47.17727657829985,50.81658075803746
9,8596.429388320912,178.53147768021378,3.833142627932269,38.3706154542525,109.96750712289324,127.93276497381392,4.487704060813877,10.72911199508249,79.4795796830842,133.3695478543799,58.58717357764861,109.82055724406227,66.88371347417241,47.17727657829985,50.81658075803746
