,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,23723.6100915,-63.2700788853,-35.5664969618,3.78975493578,-36.2316841311,37.4918402255,3.59079331567,-46.3709289309,-8.73305345781,5.60767288039,-21.1737905223,1.9942696663,2.11591581154
1,23723.6100915,-63.2700788853,-35.5664969618,3.78975493578,-36.2316841311,37.4918402255,3.59079331567,-46.3709289309,-8.73305345781,5.60767288039,-21.1737905223,1.9942696663,2.11591581154
2,23723.6100915,-63.2700788853,-35.5664969618,3.78975493578,-36.2316841311,37.4918402255,3.59079331567,-46.3709289309,-8.73305345781,5.60767288039,-21.1737905223,1.9942696663,2.11591581154
3,23723.6100915,-63.2700788853,-35.5664969618,3.78975493578,-36.2316841311,37.4918402255,3.59079331567,-46.3709289309,-8.73305345781,5.60767288039,-21.1737905223,1.9942696663,2.11591581154
4,23723.6100915,-63.2700788853,-35.5664969618,3.78975493578,-36.2316841311,37.4918402255,3.59079331567,-46.3709289309,-8.73305345781,5.60767288039,-21.1737905223,1.9942696663,2.11591581154
5,23723.6100915,-63.2700788853,-35.5664969618,3.78975493578,-36.2316841311,37.4918402255,3.59079331567,-46.3709289309,-8.73305345781,5.60767288039,-21.1737905223,1.9942696663,2.11591581154
6,23723.6100915,-63.2700788853,-35.5664969618,3.78975493578,-36.2316841311,37.4918402255,3.59079331567,-46.3709289309,-8.73305345781,5.60767288039,-21.1737905223,1.9942696663,2.11591581154
7,23723.6100915,-63.2700788853,-35.5664969618,3.78975493578,-36.2316841311,37.4918402255,3.59079331567,-46.3709289309,-8.73305345781,5.60767288039,-21.1737905223,1.9942696663,2.11591581154
8,23723.6100915,-63.2700788853,-35.5664969618,3.78975493578,-36.2316841311,37.4918402255,3.59079331567,-46.3709289309,-8.73305345781,5.60767288039,-21.1737905223,1.9942696663,2.11591581154
9,23723.6100915,-63.2700788853,-35.5664969618,3.78975493578,-36.2316841311,37.4918402255,3.59079331567,-46.3709289309,-8.73305345781,5.60767288039,-21.1737905223,1.9942696663,2.11591581154
