,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,11835.7242478,31.9968243552,66.1967613392,185.385428011,6.27462951879,110.981354257,55.7415996508,16.8108426294,20.5814158334,89.9927908244,60.1882010608
1,11165.6589763,9.9472870555,86.6588418602,173.603004513,18.4431704021,106.963062784,65.9186512177,22.9861509554,37.0161098713,61.4333280559,72.732858401
2,11165.6589763,9.9472870555,86.6588418602,173.603004513,18.4431704021,106.963062784,65.9186512177,22.9861509554,37.0161098713,61.4333280559,72.732858401
3,11165.6589763,9.9472870555,86.6588418602,173.603004513,18.4431704021,106.963062784,65.9186512177,22.9861509554,37.0161098713,61.4333280559,72.732858401
4,11165.6589763,9.9472870555,86.6588418602,173.603004513,18.4431704021,106.963062784,65.9186512177,22.9861509554,37.0161098713,61.4333280559,72.732858401
5,11165.6589763,9.9472870555,86.6588418602,173.603004513,18.4431704021,106.963062784,65.9186512177,22.9861509554,37.0161098713,61.4333280559,72.732858401
6,11165.6589763,9.9472870555,86.6588418602,173.603004513,18.4431704021,106.963062784,65.9186512177,22.9861509554,37.0161098713,61.4333280559,72.732858401
7,11165.6589763,9.9472870555,86.6588418602,173.603004513,18.4431704021,106.963062784,65.9186512177,22.9861509554,37.0161098713,61.4333280559,72.732858401
8,11165.6589763,9.9472870555,86.6588418602,173.603004513,18.4431704021,106.963062784,65.9186512177,22.9861509554,37.0161098713,61.4333280559,72.732858401
9,11165.6589763,9.9472870555,86.6588418602,173.603004513,18.4431704021,106.963062784,65.9186512177,22.9861509554,37.0161098713,61.4333280559,72.732858401
