,cost,x1,x2,x3,x4,x5,x6
0,17330.995345851217,35.78852951022555,16.190465652860567,93.45635601063968,58.79728274831846,34.94707069216591,55.89958482698898
1,17079.13056137171,133.6629714383823,66.42065742590009,26.31941514986854,19.413390538049917,35.84492033371104,72.84800034314605
2,17079.13056137171,133.6629714383823,66.42065742590009,26.31941514986854,19.413390538049917,35.84492033371104,72.84800034314605
3,17079.13056137171,133.6629714383823,66.42065742590009,26.31941514986854,19.413390538049917,35.84492033371104,72.84800034314605
4,17079.13056137171,133.6629714383823,66.42065742590009,26.31941514986854,19.413390538049917,35.84492033371104,72.84800034314605
5,17079.13056137171,133.6629714383823,66.42065742590009,26.31941514986854,19.413390538049917,35.84492033371104,72.84800034314605
6,17079.13056137171,133.6629714383823,66.42065742590009,26.31941514986854,19.413390538049917,35.84492033371104,72.84800034314605
7,17079.13056137171,133.6629714383823,66.42065742590009,26.31941514986854,19.413390538049917,35.84492033371104,72.84800034314605
8,17079.13056137171,133.6629714383823,66.42065742590009,26.31941514986854,19.413390538049917,35.84492033371104,72.84800034314605
9,17079.13056137171,133.6629714383823,66.42065742590009,26.31941514986854,19.413390538049917,35.84492033371104,72.84800034314605
