,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
0,7145.876138382923,187.3196791500055,4.086659667230153,15.889239470688302,17.393556642824244,31.90856609850148,62.52093365713122,84.23596963528269,51.5407987000945,69.16104694551234,106.35891031137044,38.89230206397327,71.06044237412762,151.82069645763787,44.963415234066886,23.88750309862907,76.91537636405381,71.33174290514455,64.88200479452331
1,7145.876138382923,187.3196791500055,4.086659667230153,15.889239470688302,17.393556642824244,31.90856609850148,62.52093365713122,84.23596963528269,51.5407987000945,69.16104694551234,106.35891031137044,38.89230206397327,71.06044237412762,151.82069645763787,44.963415234066886,23.88750309862907,76.91537636405381,71.33174290514455,64.88200479452331
2,7145.876138382923,187.3196791500055,4.086659667230153,15.889239470688302,17.393556642824244,31.90856609850148,62.52093365713122,84.23596963528269,51.5407987000945,69.16104694551234,106.35891031137044,38.89230206397327,71.06044237412762,151.82069645763787,44.963415234066886,23.88750309862907,76.91537636405381,71.33174290514455,64.88200479452331
3,7050.4113115,132.88106118989387,73.08360536422965,30.26010060827852,47.196430655097664,24.41500691346149,19.87179867158198,124.66737586246265,65.99690605555035,169.03742165720857,82.58154846366885,75.66642045704701,51.403183782324284,40.47120743277504,99.73648714554814,37.74764647608876,76.44752607651064,154.20181953866958,3.9401923881409098
4,7050.4113115,132.88106118989387,73.08360536422965,30.26010060827852,47.196430655097664,24.41500691346149,19.87179867158198,124.66737586246265,65.99690605555035,169.03742165720857,82.58154846366885,75.66642045704701,51.403183782324284,40.47120743277504,99.73648714554814,37.74764647608876,76.44752607651064,154.20181953866958,3.9401923881409098
5,7050.4113115,132.88106118989387,73.08360536422965,30.26010060827852,47.196430655097664,24.41500691346149,19.87179867158198,124.66737586246265,65.99690605555035,169.03742165720857,82.58154846366885,75.66642045704701,51.403183782324284,40.47120743277504,99.73648714554814,37.74764647608876,76.44752607651064,154.20181953866958,3.9401923881409098
6,7050.4113115,132.88106118989387,73.08360536422965,30.26010060827852,47.196430655097664,24.41500691346149,19.87179867158198,124.66737586246265,65.99690605555035,169.03742165720857,82.58154846366885,75.66642045704701,51.403183782324284,40.47120743277504,99.73648714554814,37.74764647608876,76.44752607651064,154.20181953866958,3.9401923881409098
7,7050.4113115,132.88106118989387,73.08360536422965,30.26010060827852,47.196430655097664,24.41500691346149,19.87179867158198,124.66737586246265,65.99690605555035,169.03742165720857,82.58154846366885,75.66642045704701,51.403183782324284,40.47120743277504,99.73648714554814,37.74764647608876,76.44752607651064,154.20181953866958,3.9401923881409098
8,7050.4113115,132.88106118989387,73.08360536422965,30.26010060827852,47.196430655097664,24.41500691346149,19.87179867158198,124.66737586246265,65.99690605555035,169.03742165720857,82.58154846366885,75.66642045704701,51.403183782324284,40.47120743277504,99.73648714554814,37.74764647608876,76.44752607651064,154.20181953866958,3.9401923881409098
9,7050.4113115,132.88106118989387,73.08360536422965,30.26010060827852,47.196430655097664,24.41500691346149,19.87179867158198,124.66737586246265,65.99690605555035,169.03742165720857,82.58154846366885,75.66642045704701,51.403183782324284,40.47120743277504,99.73648714554814,37.74764647608876,76.44752607651064,154.20181953866958,3.9401923881409098
