,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
0,4968.36261399367,14.480431655808218,88.8320322347262,68.92088713559107,111.0,108.42530191256354,61.55603634260855,96.1864582908316,92.80480370725117,21.368847174645524,36.17205653932655,39.35938418869666,20.722279358926826,3.5148857933435,69.08422030665326,26.273096506793355,73.00451981307654,67.84579144684352,59.424436384276234
1,4929.293638881851,170.17707389869625,48.60123076003646,37.586364387281165,66.89277877966008,28.517062236834185,52.18207389371161,155.31322209607418,57.65459096490021,100.87655623970322,51.606978690275426,83.36545827991176,31.213745793855217,177.17820970113357,93.3245192705809,83.89394669214467,54.147740440319865,15.54348539883864,49.00997830281758
2,4859.701998387266,132.27764929490692,57.88215021897948,36.39676030219839,35.96972934340151,62.899914752085074,0.0,41.199614990111364,101.82139502758923,178.08456927540382,102.40543728780338,166.1068217265932,17.009662147520842,26.79581565695448,75.10141413791078,85.29400019255706,85.07872467574477,137.83567128511226,74.63927750844236
3,4627.272903325039,130.75100076158571,55.21614634278608,35.73825116814168,40.18477470496836,64.3618843145444,1.5692721949912785,43.56483418466184,100.84077155616751,172.4144004938092,106.62607956870211,170.44570815710816,17.014601823345796,34.9054185764315,75.52638209628216,86.10329659079581,85.82132804552366,133.7306979611494,74.64578518644142
4,4627.272903325039,130.75100076158571,55.21614634278608,35.73825116814168,40.18477470496836,64.3618843145444,1.5692721949912785,43.56483418466184,100.84077155616751,172.4144004938092,106.62607956870211,170.44570815710816,17.014601823345796,34.9054185764315,75.52638209628216,86.10329659079581,85.82132804552366,133.7306979611494,74.64578518644142
5,4627.272903325039,130.75100076158571,55.21614634278608,35.73825116814168,40.18477470496836,64.3618843145444,1.5692721949912785,43.56483418466184,100.84077155616751,172.4144004938092,106.62607956870211,170.44570815710816,17.014601823345796,34.9054185764315,75.52638209628216,86.10329659079581,85.82132804552366,133.7306979611494,74.64578518644142
6,4627.272903325039,130.75100076158571,55.21614634278608,35.73825116814168,40.18477470496836,64.3618843145444,1.5692721949912785,43.56483418466184,100.84077155616751,172.4144004938092,106.62607956870211,170.44570815710816,17.014601823345796,34.9054185764315,75.52638209628216,86.10329659079581,85.82132804552366,133.7306979611494,74.64578518644142
7,4607.726284803854,131.11828302050756,56.92451577414211,35.64902523805621,40.03917399910227,64.83049670282993,1.7518613639127993,43.890705611655335,100.6746997162617,172.80178247066567,106.31925873307347,168.1157366274214,17.392049084238923,36.201953746248606,73.88030016880231,84.98873979456741,85.86522005847141,133.32929414856713,76.29817322267239
8,4607.726284803854,131.11828302050756,56.92451577414211,35.64902523805621,40.03917399910227,64.83049670282993,1.7518613639127993,43.890705611655335,100.6746997162617,172.80178247066567,106.31925873307347,168.1157366274214,17.392049084238923,36.201953746248606,73.88030016880231,84.98873979456741,85.86522005847141,133.32929414856713,76.29817322267239
9,4607.726284803854,131.11828302050756,56.92451577414211,35.64902523805621,40.03917399910227,64.83049670282993,1.7518613639127993,43.890705611655335,100.6746997162617,172.80178247066567,106.31925873307347,168.1157366274214,17.392049084238923,36.201953746248606,73.88030016880231,84.98873979456741,85.86522005847141,133.32929414856713,76.29817322267239
