,cost,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,6467.960630784707,130.3363908648841,63.055561986678356,101.08680922290421,47.9739582525155,21.408956112734053,40.972003685611625,58.8490351444094,69.75967883578608,138.0755147311026,4.143696678388819
1,6412.4277697933085,85.24349297554828,69.84769336158219,31.084923287548236,57.44241559950276,158.0025645294372,36.46498005763564,48.36740496242778,75.80754309929667,121.13941506156843,64.07995501793603
2,6412.4277697933085,85.24349297554828,69.84769336158219,31.084923287548236,57.44241559950276,158.0025645294372,36.46498005763564,48.36740496242778,75.80754309929667,121.13941506156843,64.07995501793603
3,6339.298036905432,85.38310571138977,68.74237409212888,35.335740920820676,62.21154136258814,146.30230359250825,32.66081597887904,51.84724901588527,76.62580281390632,129.4538147408627,62.562306670765274
4,6331.778201951179,86.14092781980742,67.4711711085053,35.079250040679085,62.26898058722372,146.05766101733093,32.710040214258896,51.840820014696384,76.34950470672946,131.831841242985,62.82616579990166
5,6331.196313640234,86.36392659476198,67.48252896038574,35.1772222040852,62.11273872241493,146.29356830051412,32.46239135377052,51.535622341339895,76.36945224960148,130.94221419590585,63.060873135889416
6,6331.196313640234,86.36392659476198,67.48252896038574,35.1772222040852,62.11273872241493,146.29356830051412,32.46239135377052,51.535622341339895,76.36945224960148,130.94221419590585,63.060873135889416
7,6331.196313640234,86.36392659476198,67.48252896038574,35.1772222040852,62.11273872241493,146.29356830051412,32.46239135377052,51.535622341339895,76.36945224960148,130.94221419590585,63.060873135889416
8,6331.196313640234,86.36392659476198,67.48252896038574,35.1772222040852,62.11273872241493,146.29356830051412,32.46239135377052,51.535622341339895,76.36945224960148,130.94221419590585,63.060873135889416
9,6331.196313640234,86.36392659476198,67.48252896038574,35.1772222040852,62.11273872241493,146.29356830051412,32.46239135377052,51.535622341339895,76.36945224960148,130.94221419590585,63.060873135889416
